Date,Close
1986-03-13,
1986-03-14,
1986-03-17,
1986-03-18,
1986-03-19,
1986-03-20,
1986-03-21,
1986-03-24,
1986-03-25,
1986-03-26,
1986-03-27,
1986-03-31,
1986-04-01,
1986-04-02,
1986-04-03,
1986-04-04,
1986-04-07,
1986-04-08,
1986-04-09,
1986-04-10,
1986-04-11,
1986-04-14,
1986-04-15,
1986-04-16,
1986-04-17,
1986-04-18,
1986-04-21,
1986-04-22,
1986-04-23,
1986-04-24,
1986-04-25,
1986-04-28,
1986-04-29,
1986-04-30,
1986-05-01,
1986-05-02,
1986-05-05,
1986-05-06,
1986-05-07,
1986-05-08,
1986-05-09,
1986-05-12,
1986-05-13,
1986-05-14,
1986-05-15,
1986-05-16,
1986-05-19,
1986-05-20,
1986-05-21,
1986-05-22,
1986-05-23,
1986-05-27,
1986-05-28,
1986-05-29,
1986-05-30,
1986-06-02,
1986-06-03,
1986-06-04,
1986-06-05,
1986-06-06,
1986-06-09,
1986-06-10,
1986-06-11,
1986-06-12,
1986-06-13,
1986-06-16,
1986-06-17,
1986-06-18,
1986-06-19,
1986-06-20,
1986-06-23,
1986-06-24,
1986-06-25,
1986-06-26,
1986-06-27,
1986-06-30,
1986-07-01,
1986-07-02,
1986-07-03,
1986-07-07,
1986-07-08,
1986-07-09,
1986-07-10,
1986-07-11,
1986-07-14,
1986-07-15,
1986-07-16,
1986-07-17,
1986-07-18,
1986-07-21,
1986-07-22,
1986-07-23,
1986-07-24,
1986-07-25,
1986-07-28,
1986-07-29,
1986-07-30,
1986-07-31,
1986-08-01,
1986-08-04,
1986-08-05,
1986-08-06,
1986-08-07,
1986-08-08,
1986-08-11,
1986-08-12,
1986-08-13,
1986-08-14,
1986-08-15,
1986-08-18,
1986-08-19,
1986-08-20,
1986-08-21,
1986-08-22,
1986-08-25,
1986-08-26,
1986-08-27,
1986-08-28,
1986-08-29,
1986-09-02,
1986-09-03,
1986-09-04,
1986-09-05,
1986-09-08,
1986-09-09,
1986-09-10,0.9954124968972751
1986-09-11,0.601386609496218
1986-09-12,0.06271638792842471
1986-09-15,0.06657644948681071
1986-09-16,0.2894627213408114
1986-09-17,0.673071287472476
1986-09-18,0.9942658571743572
1986-09-19,1.2557573302560812
1986-09-22,1.4546278057075648
1986-09-23,1.4336976792639577
1986-09-24,1.0559444564139064
1986-09-25,0.6888011630587505
1986-09-26,0.7717029795240731
1986-09-29,0.6121717638455066
1986-09-30,0.5299050915608574
1986-10-01,0.36845304284988595
1986-10-02,0.36845304284988595
1986-10-03,0.6137102034865193
1986-10-06,1.248876466620655
1986-10-07,1.269685370528089
1986-10-08,1.4425667466512155
1986-10-09,1.5646875975034076
1986-10-10,1.896029545280106
1986-10-13,1.4495188830844794
1986-10-14,1.2815489645915294
1986-10-15,1.5981111977147855
1986-10-16,1.9252845626239647
1986-10-17,2.1786888918902223
1986-10-20,2.405859747525098
1986-10-21,2.7362017247139065
1986-10-22,1.8479091790028237
1986-10-23,1.2858978963017196
1986-10-24,1.1597357920806148
1986-10-27,1.7494507731217075
1986-10-28,2.183715584278584
1986-10-29,2.0414424421956014
1986-10-30,2.2179557664195766
1986-10-31,2.1694208923056704
1986-11-03,2.272661129586905
1986-11-04,2.6160396148889284
1986-11-05,3.096272259512456
1986-11-06,3.379004380098052
1986-11-07,3.2547496810493732
1986-11-10,2.7398144288101602
1986-11-11,2.8627766888012687
1986-11-12,2.8627766888012687
1986-11-13,2.6547985335247763
1986-11-14,2.8815196685081963
1986-11-17,3.006040256350407
1986-11-18,2.5607647463908907
1986-11-19,2.871755110643766
1986-11-20,3.521577723319865
1986-11-21,3.529057621940726
1986-11-24,3.9402556537501385
1986-11-25,3.8324739835805137
